Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal,Time,Species ,
2007.07.05,05-Jul-07,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,Right foot bitten,Not Fatal,16h00,,
2007.07.04,04-Jul-07,2007,Unprovoked,REUNION,Unknown,Boucan Canot,Body boarding,M,17,Minor injuries to thigh & knee ,Not Fatal,14h30,2 m shark,
2007.06.30.b,30-Jun-07,2007,Provoked,USA,Florida,Marques Island,Removing hook from shark,M,,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,Not Fatal,,"Lemon shark, 6' female ",
2007.06.30.a,30-Jun-07,2007,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",Swimming,F,,Hand bitten,Not Fatal,10h00,,
2007.06.25,25-Jun-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,6 to 8 puncture wounds to right hand,Not Fatal,17h30,4' shark,
2007.06.24,24-Jun-07,2007,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,M,,"No injury, board damaged",Not Fatal,07h05,Tiger shark,
2007.06.17,17-Jun-07,2007,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,F,9,Superficial injuries to upper leg may have been caused by surfboard fin,Not Fatal,16h30,Shark involvement not confirmed,
2007.06.12,12-Jun-07,2007,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,F,,Right foot bitten,Not Fatal,11h00,3' to 4' shark,
2007.06.05,05-Jun-07,2007,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Surfing,M,,Lacerations to leg & ankle,Not Fatal,Sunset,,
2007.05.26,26-May-07,2007,Unprovoked,USA,South Carolina,Garden City,Wading,F,,Lacerations to lower leg,Not Fatal,17h00,,
2007.05.24,24-May-07,2007,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",Reviving a sedated shark,F,40,Left shin bitten by captive shark PROVOKED INCIDENT,Not Fatal,Morning,A 10-year-old 94-pound pregnant blacktip reef shark,
2007.05.16,16-May-07,2007,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Wading,F,38,Left heel & calf bitten,Not Fatal,14h30,2.5 m shark,
2007.05.12,12-May-07,2007,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,M,19,"No injury, shark's fin caught his leg",Not Fatal,17h45,10' shark,
2007.05.10,10-May-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Knee bitten,Not Fatal,16h00,4' to 5' shark,
2007.05.08,08-May-07,2007,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,M,45,Shark involvement prior to death unconfirmed,Not Fatal,12h15,Shark involvement prior to death was not confirmed,
2007.05.07.b,07-May-07,2007,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Snorkeling,F,63,Right foot bitten,Not Fatal,08h30,"Tiger shark, 14' ",
2007.05.07.a,07-May-07,2007,Unprovoked,USA,Florida,Naples,Swimming,M,68,Circular bite on left thigh,Not Fatal,08h30,6' to 8' shark,
2007.05.00,May-07,2007,Provoked,BAHAMAS,Bimini Islands,,Shark tagging,F,20,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,Not Fatal,,"Lemon shark, >1 m ",
2007.04.26,26-Apr-07,2007,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,F,13,Lower leg & foot injured,Not Fatal,18h00,"""a small shark""",
2007.04.22,22-Apr-07,2007,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,M,12,Left foot bitten,Not Fatal,12h30,blacktip or spinner shark,
2007.04.20,20-Apr-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to left index finger & thumb ,Not Fatal,17h00,3' to 4' shark,
2007.04.13.R,Reported      13-Apr-2007,2007,Watercraft,USA,Florida,"Florida Keys, Monroe County",Fishing,,,"No injury to occupants, shark holed the transom-mounted livewell ",Not Fatal,,"Bull shark, 10' ",
2007.04.09,09-Apr-07,2007,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,Surfing,M,26,Left foot bitten,Not Fatal,16h00,Tiger shark,
2007.04.01,01-Apr-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,Not Fatal,13h05,,
2007.03.31.b,31-Mar-07,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,Lacerations to right ankle ,Not Fatal,14h20,3' shark,
2007.03.31.a,31-Mar-07,2007,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,M,9,Minor cuts to right buttock & thigh,Not Fatal,13h20,,
2007.03.21,21-Mar-07,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,Not Fatal,Evening,4' to 5' shark,
2007.03.20,20-Mar-07,2007,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,F,42,Lacerations to 3 fingers of left hand ,Not Fatal,10h00,1.5 m shark,
2007.03.14.R,Reported 14-Mar-2007,2007,Provoked,USA,Florida,Delray Beach,Shark fishing,M,,Right hand bitten by hooked shark PROVOKED INCIDENT,Not Fatal,,5' shark,
2007.03.12,12-Mar-07,2007,Unprovoked,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",Not Fatal,15h30,2 to 2.5 m shark,
2007.03.11,11-Mar-07,2007,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,Lacerations to right forearm & hand,Not Fatal,13h00,,
2007.03.05.R,Reported 05-Mar-2007,2007,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,Spearfishing,M,16,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,Not Fatal,,Tiger shark,
2007.02.03,03-Feb-07,2007,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Boogie Boarding,M,26,Lacerations to  lower left leg & ankle ,Not Fatal,08h00,,
2007.02.00,Feb-07,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvéa,Spearfishing,M,,Survived,Not Fatal,,,
2007.01.25.b,25-Jan-07,2007,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen ,Spearfishing (free diving),M,30,Leg bitten,Not Fatal,14h00,Tiger shark,
2007.01.25.a,25-Jan-07,2007,Watercraft,USA,Florida,100 miles off Ft. Myers Beach,Shrimping,,,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",Not Fatal,03h30,14' shark,
2007.01.23,23-Jan-07,2007,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,Diving,M,41,Head & torso bitten,Not Fatal,10h30,"White shark, 3m",
2007.01.19,19-Jan-07,2007,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,M,20,Shark involvement prior to death unconfirmed,Not Fatal,,Shark involvement prior to death was not confirmed,
2007.01.14,14-Jan-07,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Fatal,Afternoon,Tiger shark,
2007.01.09,09-Jan-07,2007,Unprovoked,AUSTRALIA,New South Wales,Sandbar Beach,Surfing,M,,"No injury, shark damaged surfboard",Not Fatal,06h30,2.4 m shark,
2007.01.07,07-Jan-07,2007,Invalid,USA,New York,"Smith Point, Long Island",Surfing,M,54,No injury,Not Fatal,14h00,"24"" to 30"" shark",
2007.01.05,01-Jan-07,2007,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,M,24,"No injury, shark removed piece of surfboard",Not Fatal,10h15,"6' to 8' shark, possibly a tiger shark",
2006.12.18,18-Dec-06,2006,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,Left leg bitten,Not Fatal,20h00,2.5 to 3 m shark,
2006.12.11,11-Dec-06,2006,Unprovoked,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,M,10,Foot bitten,Not Fatal,11h00,2 to 3 m shark,
2006.12.10,10-Dec-06,2006,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,43,"Minor injuries, surfboard bitten",Not Fatal,11h50,"White shark, 12' to 15' ",
2006.12.06,06-Dec-06,2006,Provoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Fishing,M,25,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",Not Fatal,"""Evening""","Raggedtooth shark, 150-kg",
2006.12.02,02-Dec-06,2006,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,M,15,"Right leg severed, left leg lacerated",Not Fatal,07h30,"White shark, 5m ",
2006.11.11,11-Nov-06,2006,Unprovoked,USA,Hawaii,"Kihei, Maui",Swimming,M,29,Laceration to left thigh & left hand,Not Fatal,12h30,2 m to 3 m shark,
2006.11.09,09-Nov-06,2006,Provoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Canoeing,M,,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,Not Fatal,Afternoon,"Bull shark, 1.5m ",
2006.10.31,31-Oct-06,2006,Unprovoked,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,22,"No injury, surfboard bitten",Not Fatal,Just before sundown,"White shark, 16' ",
2006.10.16,16-Oct-06,2006,Unprovoked,USA,Florida,Sebastian Inlet,Fishing,M,15,Lower right leg and foot bitten,Not Fatal,,,
2006.10.10,10-Oct-06,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,20,Left ankle bitten,Not Fatal,11h30,,
2006.10.07,07-Oct-06,2006,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,,Lacerations to lower left leg,Not Fatal,,1' to 4' shark,
2006.10.05,05-Oct-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,Lacerations to foot,Not Fatal,12h00,3' to 3.5' shark,
2006.10.00.b,Oct-06,2006,Unprovoked,BAHAMAS,New Providence Island,Nassau,Free diving / modeling,F,26,Puncture wounds to left foot,Not Fatal,,,
2006.09.30,30-Sep-06,2006,Invalid,SOUTH AFRICA,Western Cape Province,Miller's Point,Spearfishing,M,36,No injury; 4m white shark made a threat display,Not Fatal,,Invalid,
2006.09.29,29-Sep-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Big toe bitten,Not Fatal,,,
2006.09.18.R,Reported 18-Sep-2006,2006,Provoked,USA,Florida,"Off Key Largo, Monroe County",Diving / Kissing the shark,M,,Lacerations to upper lip    PROVOKED INCIDENT,Not Fatal,,Nurse shark,
2006.09.16,16-Sep-06,2006,Unprovoked,USA,North Carolina,Onslow Beach,Surfing,M,16,Laceration to left thigh,Not Fatal,Morning,,
2006.09.14,14-Sep-06,2006,Unprovoked,USA,Florida,"Singer Island, Riviera Beach",Swimming,M,55,Minor injury to left hand,Not Fatal,14h00,Spinner shark,
2006.09.11,11-Sep-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Left torso grazed,Not Fatal,,5' shark,
2006.09.04,04-Sep-06,2006,Invalid,AUSTRALIA,Queensland,Great Barrier Reef  ,Diving,M,44,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Not Fatal,11h00,No shark involvement,
2006.09.03.b,03-Sep-06,2006,Unprovoked,BRAZIL,Unknown,,,M,20,FATAL,Fatal,13h00,,
2006.09.03.a,03-Sep-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,Puncture wounds and cuts to right thigh,Not Fatal,17h30,3' shark,
2006.09.02,02-Sep-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,12 or 13,Arm bitten,Not Fatal,17h55,,
2006.09.02,02-Sep-06,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,37,"No injury, shark rammed surfboard",Not Fatal,,"White shark, 3.5m ",
2006.08.29.b,29-Aug-06,2006,Unprovoked,USA,Oregon,"Florence, Lane County",Surfing,M,23,Laceration & puncture wounds to foot,Not Fatal,Sunset,,
2006.08.29.a,29-Aug-06,2006,Unprovoked,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,,"No injury, shark towed  surfer & board",Not Fatal,16h00,"Bronze whaler shark, 6'",
2006.08.27,27-Aug-06,2006,Unprovoked,REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,27,Laceration to right calf & heel,Not Fatal,18h00,,
2006.08.22.b,22-Aug-06,2006,Invalid,BRAZIL,Pernambuco,Pina,,M,17,Shark bites may have been post mortem,Not Fatal,,Shark involvement prior to death was not confirmed,
2006.08.20.a,20-Aug-06,2006,Unprovoked,REUNION,Saint-Pierre,Pointe du Diable,Surfing,M,34,FATAL,Fatal,11h00,,
2006.08.15,15-Aug-06,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,M,,"No injury, surfboard leash severed",Not Fatal,,5 m shark,
2006.08.13,13-Aug-06,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,24,Foot severed,Not Fatal,11h00,White shark,
2006.08.00.b,Aug-06,2006,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Wading,F,59,Lacerations & punctures to left foot,Not Fatal,12h00,,
2006.08.00.a,Early Aug-2006,2006,Unprovoked,REUNION,Unknown,Le Port,Spearfishing,M,,Thigh bitten,Not Fatal,,"Bull shark, 1.5m ",
2006.07.31.R,31-Jul-06,2006,Provoked,USA,Kentucky,"Newport Aquarium, Newport",Touching sharks,,,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",Not Fatal,,small catsharks,
2006.07.31.a,31-Jul-06,2006,Unprovoked,USA,Oregon,Oswald State Park,Surfing,M,41,Minor injury,Not Fatal,16h00,White shark?,
2006.07.29.b,29-Jul-06,2006,Invalid,USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,M,,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",Not Fatal,Afternoon,"Thought to involve a mako shark, but possibly a sea lion",
2006.07.29.a,29-Jul-06,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,Foot bitten,Not Fatal,,,
2006.07.28,28-Jul-06,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,M,19,"No injury, surf ski bitten",Not Fatal,16h30,"White shark, 3m to 4m",
2006.07.25,25-Jul-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor lacerations to right foot,Not Fatal,13h45, ,
2006.07.23,23-Jul-06,2006,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",Surf fishing,M,,Right foot bitten,Not Fatal,,"Bull shark, 4' to 5' ",
2006.07.17.R,Reported 17-Jul-2006,2006,Invalid,AUSTRALIA,Torres Strait,Western Province,,,,8 shark-bitten bodies washed ashore,Not Fatal,,Shark involvement prior to death was not confirmed,
2006.07.17,17-Jul-06,2006,Unprovoked,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,Left ankle & foot bitten,Not Fatal,10h00,"Angel shark, 1.2m ",
2006.07.12,12-Jul-06,2006,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,Ankle & foot bitten,Not Fatal,13h30,,
2006.07.10,10-Jul-06,2006,Unprovoked,BRAZIL,Pernambuco,Body recovered at Goiana,,M,,FATAL,Fatal,,Bull or tiger shark,
2006.07.09.b,09-Jul-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Dorsum of left foot bitten,Not Fatal,17h00,,
2006.07.09.a,09-Jul-2006.,2006,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,Lower leg & ankle bitten,Not Fatal,13h00,,
2006.07.08.b,08-Jul-06,2006,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,Foot bitten,Not Fatal,11h00,5' to 6' spinner or bull shark,
2006.07.08.a,08-Jul-06,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,Right calf bitten,Not Fatal,13h00,,
2006.06.30.b,Jul-06,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,F,28,Lacerations & puncture wound  to arm,Not Fatal,,"1.8 m blacktip ""reef"" shark",
2006.06.30.a,Jul-06,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,M,35,Minor injuries,Not Fatal,,"1.8 m blacktip ""reef"" shark",
2006.06.27,27-Jun-06,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,Right calf bitten,Not Fatal,11h10,,
2006.06.26,26-Jun-06,2006,Provoked,USA,Florida,Fort Myers,Fishing,M,,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,Not Fatal,Afternoon,,
2006.06.24,24-Jun-06,2006,Unprovoked,BAHAMAS,Andros Islands,Mangrove Cay,Spearfishing,M,25,Right arm severely bitten,Not Fatal,13h00,,
2006.06.20,20-Jun-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,2-inch puncture wounds on right foot,Not Fatal,13h00,Possibly a 1' to 3' blacktip or spinner shark,
2006.06.18,18-Jun-06,2006,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27,Left thigh bitten FATAL,Fatal,09h00,,
2006.06.17,17-Jun-06,2006,Unprovoked,USA,California,"Monterey, Monterey County",Scuba diving,M,43,"No injury, shark bit scuba tank boot",Not Fatal,11h10,,
2006.06.15,15-Jun-06,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Four 1-inch puncture wounds on left foot ,Not Fatal,15h30,2' to 3' shark,
2006.06.07,07-Jun-06,2006,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,Not Fatal,13h45,3' to 4' shark,
2006.06.05,05-Jun-06,2006,Unprovoked,AUSTRALIA,South Australia,Waitpinga,Surfing,M,40,"No injury, knocked off surfboard",Not Fatal,11h30,14' white shark,
2006.05.31,31-May-06,2006,Unprovoked,USA,Hawaii,O'ahu,Spearfishing,M,26,"4"" laceration to left forearm",Not Fatal,13h30,"Tiger shark, 8' to 12'",
2006.05.28,28-May-06,2006,Provoked,USA,Hawaii,French Frigate Shoals,Tagging sharks,,,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",Not Fatal,Afternoon,"Tiger shark, 15' female",
2006.05.27,27-May-06,2006,Unprovoked,USA,Hawaii,"North Shore, O'ahu",Surfing,M,31,"No injury, shark bumped surfboard",Not Fatal,16h00,,
2006.05.24,24-May-06,2006,Provoked,USA,Hawaii,Lanai,Spearfishing,M,15,Knee bitten after diver poked shark PROVOKED INCIDENT,Not Fatal,16h30,"Grey reef shark, 5' to 8' ",
2006.05.21,21-May-06,2006,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,33,"Injuries to left thigh, calf & foot",Not Fatal,11h30,,
2006.05.19,19-May-06,2006,Unprovoked,USA,Guam,Gun Beach,Scuba diving,F,30s,Laceration to leg,Not Fatal,15h30,"Tiger shark, 10' to 12'",
2006.05.10,05-May-06,2006,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",,M,,Small lacerations to arm,Not Fatal,12h15,,
2006.05.04,04-May-06,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,20s,2 lacerations on lower right leg,Not Fatal,16h30,,stopped here
2006.05.02,02-May-06,2006,Provoked,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Snorkeling,M,46,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,Not Fatal,16h30,"Wobbegong shark, 2 m ",
2006.04.23.R,Reported      23-Apr-2006,2006,Invalid,USA,Florida,"Alligator Reef off Islamorada, Monroe County",,M,,Shark bites post mortem,Not Fatal,,Invalid,
2006.04.21,21-Apr-06,2006,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,54,Feet bitten,Not Fatal,,,
2006.04.19,19-Apr-06,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,F,13,3 tiny punctures & small lacerations on right ankle,Not Fatal,15h00,,
2006.04.13,13-Apr-06,2006,Provoked,USA,Florida,"Port of the Islands, Collier County",Fishing,M,35,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,Not Fatal,Afternoon,"Bull shark, 4' to bull shark",
2006.04.11,11-Apr-06,2006,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Surfing,M,15,Minor laceration to left foot,Not Fatal,13h30,"Bronze whaler shark, a  juvenile ",
2006.04.09.b,09-Apr-06,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Body boarding,M,15,Leg bitten,Not Fatal,17h30,"Raggedtooth shark, 2.5 m to 3 m ",
2006.04.09.a,09-Apr-06,2006,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,35,Left leg bitten,Not Fatal,Afternoon,Tiger shark,
2006.04.03,03-Apr-06,2006,Unprovoked,USA,Florida,"Marco Island, Collier County",Wading,M,11,Minor injury to right hand & thigh,Not Fatal,12h30,,
2006.03.23,23-Mar-06,2006,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,28,5 puncture wounds in left calf,Not Fatal,11h30,"Tiger shark, 10'  ",
2006.03.22,22-Mar-06,2006,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,17,"FATAL, but shark involvement prior to death unconfirmed",Not Fatal,,Shark involvement prior to death was not confirmed,
2006.03.15,15-Mar-06,2006,Unprovoked,AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,M,15,"No injury, shark nudged surfboard",Not Fatal,17h00,"Bronze whaler shark, 2 m",
2006.02.27,27-Feb-06,2006,Unprovoked,USA,Hawaii,"Makena, Maui",Standing,F,15,Deep laceration to right calf,Not Fatal,16h30,5' to 7' shark,
2006.02.23,23-Feb-06,2006,Invalid,USA,Hawaii,"Makena, Maui",Free diving,M,45,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Not Fatal,Late afternoon,Invalid,
2006.02.13,13-Feb-06,2006,Unprovoked,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,M,18,Lacerations to foot,Not Fatal,11h00,,
